"";"volumeInfo.title";"volumeInfo.publisher";"volumeInfo.publishedDate";"volumeInfo.description";"volumeInfo.pageCount";"volumeInfo.printType";"volumeInfo.categories";"volumeInfo.maturityRating";"volumeInfo.allowAnonLogging";"volumeInfo.contentVersion";"volumeInfo.language";"volumeInfo.previewLink";"volumeInfo.infoLink";"volumeInfo.canonicalVolumeLink";"volumeInfo.subtitle";"volumeInfo.authors";"volumeInfo.averageRating";"volumeInfo.ratingsCount";"volumeInfo.readingModes.text";"volumeInfo.readingModes.image";"volumeInfo.imageLinks.smallThumbnail";"volumeInfo.imageLinks.thumbnail";"volumeInfo.panelizationSummary.containsEpubBubbles";"volumeInfo.panelizationSummary.containsImageBubbles"
"170";"Les exploitations et les problèmes de l'agriculture en Estrémadure espagnole et dans le Haut-Alentejo: Typologie du système agricole dans son cadre régional";NA;"1981";NA;1006;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=FFFCAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=170&source=gbs_api";"http://books.google.fr/books?id=FFFCAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Les_exploitations_et_les_probl%C3%A8mes_de_l.html?hl=&id=FFFCAQAAIAAJ";NA;"Olivier Balabanian";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=FFFCAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=FFFCAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"171";"Agriculture, field crops";NA;"1982";NA;NA;"BOOK";"Business & Economics";"NOT_MATURE";FALSE;"preview-1.0.0";"en";"http://books.google.fr/books?id=ovEPAQAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=171&source=gbs_api";"http://books.google.fr/books?id=ovEPAQAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Agriculture_field_crops.html?hl=&id=ovEPAQAAMAAJ";NA;"Statistics Canada";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=ovEPAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=ovEPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"172";"Rapport D'évaluation Des Impacts Socio-économiques Dans Le PPI de Garaat Ennaam";NA;"1986";NA;45;"BOOK";"Irrigation";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=FF9EAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=172&source=gbs_api";"http://books.google.fr/books?id=FF9EAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Rapport_D_%C3%A9valuation_Des_Impacts_Socio.html?hl=&id=FF9EAAAAYAAJ";NA;"Barbara K. Larson";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=FF9EAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=FF9EAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"173";"Bulletin de l'Académie des sciences agricoles et forestières";NA;"1988";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.0.1.0.preview.0";"fr";"http://books.google.fr/books?id=w6yZAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=173&source=gbs_api";"http://books.google.fr/books?id=w6yZAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Bulletin_de_l_Acad%C3%A9mie_des_sciences_agr.html?hl=&id=w6yZAAAAIAAJ";NA;"";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=w6yZAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=w6yZAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"174";"Revue agricole, organe de la Chambre d'agriculture de la Nouvelle-Caledonie";NA;"1930";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=US9MAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=174&source=gbs_api";"http://books.google.fr/books?id=US9MAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Revue_agricole_organe_de_la_Chambre_d_ag.html?hl=&id=US9MAAAAYAAJ";NA;"Chambre d'agriculture (Nouvelle-Calédonie)";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=US9MAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=US9MAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"175";"L'Europe des douze";NA;"1986";NA;493;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=j2tJAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=175&source=gbs_api";"http://books.google.fr/books?id=j2tJAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_Europe_des_douze.html?hl=&id=j2tJAAAAYAAJ";"une puissance mondiale en devenir?";"Michel Labori,Didier Bourdelin";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=j2tJAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=j2tJAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"176";"L'Agriculture à travers les âges: L'agriculture du XVIIe siècle à la fin du XVIIIe, par E. Soreau";NA;"1952";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=ZCxEAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=176&source=gbs_api";"http://books.google.fr/books?id=ZCxEAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_Agriculture_%C3%A0_travers_les_%C3%A2ges_L_agr.html?hl=&id=ZCxEAAAAYAAJ";NA;"Émile Savoy,Roger Grand,Edmond Soreau,Henri Noilhan";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=ZCxEAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=ZCxEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"177";"Terre Malgache";NA;"1974";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.0.0.preview.0";"fr";"http://books.google.fr/books?id=Dm4uAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=177&source=gbs_api";"http://books.google.fr/books?id=Dm4uAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Terre_Malgache.html?hl=&id=Dm4uAAAAIAAJ";"Tany Malgasy";"";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=Dm4uAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=Dm4uAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"178";"Le repeuplement rural de la France";NA;"1943";NA;22;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=FxlBAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=178&source=gbs_api";"http://books.google.fr/books?id=FxlBAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Le_repeuplement_rural_de_la_France.html?hl=&id=FxlBAAAAIAAJ";"avec 1 carte et 2 graphiques hors texte ...";"Gilbert Perroy";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=FxlBAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=FxlBAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"179";"Réfection cadastrale et remembrement dans le Sundgau";NA;"1973";NA;87;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=rP8DAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=179&source=gbs_api";"http://books.google.fr/books?id=rP8DAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/R%C3%A9fection_cadastrale_et_remembrement_da.html?hl=&id=rP8DAAAAMAAJ";"recherches sur une réorganisation agraire";"Michel Servé";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=rP8DAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=rP8DAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"180";"Etudes et recherches sur les systèmes agraires et le développement";NA;"1992";NA;NA;"BOOK";"Agricultural systems";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=NkI9AAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=180&source=gbs_api";"http://books.google.fr/books?id=NkI9AAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Etudes_et_recherches_sur_les_syst%C3%A8mes_a.html?hl=&id=NkI9AAAAYAAJ";NA;"";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=NkI9AAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=NkI9AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"181";"Vers un big bang agricole ?";NA;"2016-09-28";"L'agriculture est certainement un des secteurs d'activités qui sera rapidement et profondément bouleversé par la révolution numérique. L'ambition de cet essai sera de proposer une analyse prospective de ces transformations pour les agriculteurs et leur environnement professionnel. Une première partie analysera les composantes actuelles de la transition numérique (plateforme, crowdfunding, gratuité, réseaux sociaux, capteurs, blockchain...) et leur transposition prévisible en agriculture. Puis nous chercherons à comprendre quels sont, derrière ces innovations, les moteurs réels de la révolution (les données, les algorithmes, l'internet des objets, le rôle de la foule, la confiance, la désintermédiation , le coût marginal zéro, l'économie du partage et l'usage avant la propriété. .) Enfin nous analyserons les opportunités et les menaces de ces innovations sur l'agriculture et son environnement. Nous nous projetterons pour montrer que cette révolution modifiera le métier des agriculteurs qui en seront, s'ils le souhaitent, fortement bénéficiaires. Nous montrerons le big bang que cela représentera pour les organisations agricoles françaises qui devront engager rapidement leur révolution culturelle au risque de disparaître. En synthèse l'ambition de cet essai est de proposer une analyse prospective des usages, des ruptures et donc une réflexion sur les enjeux et les forces en mouvement davantage qu'une description et un recensement des techniques.";143;"BOOK";"";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=zHldvgAACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=181&source=gbs_api";"http://books.google.fr/books?id=zHldvgAACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Vers_un_big_bang_agricole.html?hl=&id=zHldvgAACAAJ";"Révolution numérique en agriculture";"Jean-Marie Séronie";NA;NA;FALSE;FALSE;NA;NA;FALSE;FALSE
"182";"Traité pratique de cultures tropicales";NA;"1902";NA;589;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=ov5aAAAAQAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=182&source=gbs_api";"http://books.google.fr/books?id=ov5aAAAAQAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Trait%C3%A9_pratique_de_cultures_tropicales.html?hl=&id=ov5aAAAAQAAJ";NA;"Jean Dybowski";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=ov5aAAAAQAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=ov5aAAAAQAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"183";"Kitâb al-Filâh'a";NA;"1946";NA;30;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=gaYLAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=183&source=gbs_api";"http://books.google.fr/books?id=gaYLAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Kit%C3%A2b_al_Fil%C3%A2h_a.html?hl=&id=gaYLAQAAIAAJ";"ou, Le livre de la culture, notice et extraits traduit par A. Cherbonneau; éclaircissements par Hentri Péres";"Auguste Cherbonneau";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=gaYLAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=gaYLAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"184";"L'évolution récente de la vie rurale en Limousin";NA;"1979";NA;669;"BOOK";"Seychelles";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=_UsaAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=184&source=gbs_api";"http://books.google.fr/books?id=_UsaAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_%C3%A9volution_r%C3%A9cente_de_la_vie_rurale_e.html?hl=&id=_UsaAAAAMAAJ";NA;"Guy Bouet";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=_UsaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=_UsaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"185";"L'an 2000 du Tiers-Monde";NA;"1985";NA;248;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=kBTsAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=185&source=gbs_api";"http://books.google.fr/books?id=kBTsAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_an_2000_du_Tiers_Monde.html?hl=&id=kBTsAAAAMAAJ";"développement ou régression?";"Mahfoud Bennoune";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=kBTsAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=kBTsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"186";"Za sot<U+FE20>s<U+FE21>ialisticheskui<U+FE20>u<U+FE21> sel'skokhozi<U+FE20>a<U+FE21>istvennui<U+FE20>u<U+FE21> nauku";NA;"1964";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"en";"http://books.google.fr/books?id=AMNFAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=186&source=gbs_api";"http://books.google.fr/books?id=AMNFAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Za_sot%EF%B8%A0s%EF%B8%A1ialisticheskui%EF%B8%A0u%EF%B8%A1_sel_s.html?hl=&id=AMNFAAAAYAAJ";NA;"";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=AMNFAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=AMNFAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"187";"Les paysans de la Normandie orientale";NA;"1909";NA;544;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=tw6nm0vxpDwC&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=187&source=gbs_api";"http://books.google.fr/books?id=tw6nm0vxpDwC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Les_paysans_de_la_Normandie_orientale.html?hl=&id=tw6nm0vxpDwC";"Pays de Caux, Bray, Vexin normand, vallée de la Seine";"Jules Sion";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=tw6nm0vxpDwC&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=tw6nm0vxpDwC&printsec=frontcover&img=1&zoom=1&source=gbs_api";FALSE;FALSE
"188";"Sborník Provozne Ekonomické Fakulty, Vysoké Školy Zemedelské V Praze";NA;"1971";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.preview.0";"cs";"http://books.google.fr/books?id=A1tMAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=188&source=gbs_api";"http://books.google.fr/books?id=A1tMAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Sborn%C3%ADk_Provozn%C4%9B_Ekonomick%C3%A9_Fakulty_V.html?hl=&id=A1tMAAAAYAAJ";NA;"Prague (Czech Republic). Vysoká škola zemedelská. Institut tropického a subtropického zemedelství";NA;NA;FALSE;FALSE;NA;NA;NA;NA
"189";"Les caisses rurales en Belgique et à l'étranger. Etude théorique et monographique";NA;"1903";NA;160;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.0.0.preview.0";"fr";"http://books.google.fr/books?id=9CgtAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=189&source=gbs_api";"http://books.google.fr/books?id=9CgtAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Les_caisses_rurales_en_Belgique_et_%C3%A0_l.html?hl=&id=9CgtAAAAYAAJ";NA;"Joseph Trigaut";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=9CgtAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=9CgtAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"190";"Statistiques agricoles";NA;"1981";NA;36;"BOOK";"Technology & Engineering";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=gO6EAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=190&source=gbs_api";"http://books.google.fr/books?id=gO6EAAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Statistiques_agricoles.html?hl=&id=gO6EAAAAIAAJ";"memento, 1950-1980";"Côte d'Ivoire. Direction des statistiques rurales et des enquêtes agricoles,Ivory Coast. Direction des statistiques rural et des enquêtes agricoles";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=gO6EAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=gO6EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"191";"L'agriculture dans l'antiquite d'apres les Georgiques de Virgile. - Paris, E. de. Boccard 1928. 537 S.";NA;"1928";NA;537;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=bkI8AAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=191&source=gbs_api";"http://books.google.fr/books?id=bkI8AAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_agriculture_dans_l_antiquite_d_apres_l.html?hl=&id=bkI8AAAAMAAJ";NA;"Raymond Billiard";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=bkI8AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=bkI8AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"192";"Agriculture et développement en Algérie";NA;"1980";NA;269;"BOOK";"Agriculture and state";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=ZXJCAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=192&source=gbs_api";"http://books.google.fr/books?id=ZXJCAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Agriculture_et_d%C3%A9veloppement_en_Alg%C3%A9ri.html?hl=&id=ZXJCAQAAIAAJ";NA;"Djilali Benamrane";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=ZXJCAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=ZXJCAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"193";"Exode rural et structure agraire";NA;"1960";NA;98;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=zYkTAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=193&source=gbs_api";"http://books.google.fr/books?id=zYkTAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Exode_rural_et_structure_agraire.html?hl=&id=zYkTAQAAIAAJ";NA;"Maurice Pilloud";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=zYkTAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=zYkTAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"194";"Documentation européenne";NA;"1970";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=YyEMAQAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=194&source=gbs_api";"http://books.google.fr/books?id=YyEMAQAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Documentation_europ%C3%A9enne.html?hl=&id=YyEMAQAAMAAJ";"Série agricole";"";NA;NA;FALSE;FALSE;NA;NA;NA;NA
"195";"Guide pratique de droit rural";NA;"1957";NA;225;"BOOK";"Agricultural laws and legislation";"NOT_MATURE";FALSE;"1.1.0.0.preview.0";"fr";"http://books.google.fr/books?id=Sm0xAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=195&source=gbs_api";"http://books.google.fr/books?id=Sm0xAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Guide_pratique_de_droit_rural.html?hl=&id=Sm0xAAAAMAAJ";NA;"Guy Viossat";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=Sm0xAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=Sm0xAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"196";"Au rythme des fléaux";NA;"1982";NA;162;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=NtbYAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=196&source=gbs_api";"http://books.google.fr/books?id=NtbYAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Au_rythme_des_fl%C3%A9aux.html?hl=&id=NtbYAAAAMAAJ";"vie et travaux de la ferme au fil des siècles";"Jean-Yves Vincent";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=NtbYAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=NtbYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"197";"Etude et propositions de renforcement du système national de recherche agronomique en RDP lao";NA;"1988";NA;82;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=matucNnneWYC&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=197&source=gbs_api";"http://books.google.fr/books?id=matucNnneWYC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Etude_et_propositions_de_renforcement_du.html?hl=&id=matucNnneWYC";"rapport au Gouvernement de la République démocratique et populaire lao";"International Service for National Agricultural Research";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=matucNnneWYC&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=matucNnneWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api";FALSE;FALSE
"198";"Les planteurs absentéistes de Côte d'Ivoire";NA;"1987";NA;95;"BOOK";"Absentee landlordism";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=58wsAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=198&source=gbs_api";"http://books.google.fr/books?id=58wsAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Les_planteurs_absent%C3%A9istes_de_C%C3%B4te_d_I.html?hl=&id=58wsAAAAMAAJ";NA;"Yapi Simplice Affou";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=58wsAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=58wsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"199";"Agricoltura e scambi nell'Italia tardo-repubblicana";NA;"2009";NA;410;"BOOK";"Business & Economics";"NOT_MATURE";FALSE;"preview-1.0.0";"en";"http://books.google.fr/books?id=9ZE8AQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=199&source=gbs_api";"http://books.google.fr/books?id=9ZE8AQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Agricoltura_e_scambi_nell_Italia_tardo_r.html?hl=&id=9ZE8AQAAIAAJ";NA;"Jesper Carlsen,Elio Lo Cascio";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=9ZE8AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=9ZE8AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"200";"Monographie de la province du Sud-Kivu";NA;"1998";NA;160;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=Ire2AAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=200&source=gbs_api";"http://books.google.fr/books?id=Ire2AAAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Monographie_de_la_province_du_Sud_Kivu.html?hl=&id=Ire2AAAAIAAJ";NA;"";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=Ire2AAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=Ire2AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
