line,text,genre
58,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Joanna et ses deux filles, la sage Ingrid et l’impétueuse Freya, savourent la paix retrouvée dans leur petite ville de North Hampton. Quand Freddie, le frère jumeau de Freya, réapparaît soudain après des siècles d’emprisonnement, la jeune fille commence par se réjouir. Car son frère adoré est forcément innocent. Mais c’est Killian, le fiancé de Freya, que Freddie accuse… Ingrid, de son côté, est amoureuse de Matt Noble, le séduisant inspecteur de police. Mais entre une sorcière et un mortel qui ne croit pas à la magie, une histoire d’amour est-elle possible ? Joanna, quant à elle, est contactée par l’esprit d’un mort et forcée de se replonger dans de douloureux souvenirs. Les trois femmes pourront-elles préserver leur équilibre, et sauver ceux qu’elles chérissent ?Le Doux Baiser du serpent est le deuxième volet de la série des Sorcières de North Hampton, une lecture sulfureuse et addictive, d’ores et déjà adaptée pour la télévision.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
59,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Je n'aurais jamais cru que tout finirait comme ça. Que je mourrais si jeune. Et pourtant... Depuis que je me suis jeté du haut du château d'eau, j'ai tout perdu. Ma vie, ma famille, mes amis. Et surtout Lena. Je suis mort pour sauver Gatlin. Je pensais que c'était mon destin. Maintenant, je n'en suis plus si sûr. Dans l'au-delà, certaines choses s'éclaircissent : je n'aurais peut-être pas dû mourir. Mais qui a voulu ma disparition dans ce cas ? Et pourquoi ? Je dois rejoindre l'Enchanteresse que j'aime plus que tout au monde... quel que soit ce monde. Je dois retrouver Lena et le monde des Mortels. Quel qu'en soit le prix. L'Amour pourra-t-il vaincre la Mort ?L’ultime tome au final renversant de la série des Lunes !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
60,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Vous ai-je déjà parlé de mon talent pour me fourrer dans des situations invraisemblables ? Eh bien, ça se confirme. Il y a 48 heures, une folle m’attachait sur une table de dissection, et voilà qu’aujourd’hui je découvre des Chalcrocs, nos ennemis ancestraux, en train de repérer les adresses parisiennes de tous ceux de mon peuple. Nous sommes en danger. Les plus faibles d’entre nous vont être évacués. Du coup, le jour je bosse sur une de mes enquêtes étranges pour les services secrets et, la nuit, je pars en chasse ! Est-ce qu’un jour je pourrai passer une soirée tranquille avec mon fiancé ? »     
    
  
  
  
  
  
  
  

  
  ",Fantastique
61,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Cette intégrale contient :World War ZLa guerre des zombies a eu lieu, manquant d'éradiquer l'humanité. Le narrateur, en mission pour l'ONU, a parcouru le monde pour rencontrer les survivants de ces années apocalyptiques, dans des cités en ruine et dans les territoires les plus inhospitaliers de la planète. Closure, Limited et autres histoires de zombieQuatre nouvelles inédites en France, précédées d'une introduction de Max Brooks. « Closure, Limited », « Steve et Fred », « Le Carnaval de l'extinction », « La Grande Muraille : une histoire de la guerre des zombies ».Le Guide de survie en territoire zombie Ne prenez pas à la légère votre bien le plus précieux : la vie. Proposant des exemples précis et des astuces reconnues par des experts de renommée internationale, ce guide contient toutes les clés pour survivre aux hordes de morts vivants.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
62,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Rick, Michonne et Glenn ont infligé une cuisante défaite au Gouverneur despotique qui dirige Woodbury.Ce quatrième tome de la série nous plonge dans les errances de Philip Blake, tandis qu’il tente de revenir au pouvoir. Mais sa soif inextinguible de domination ne fera que précipiter sa perte.Dans un formidable twist final, beaucoup des destins déroulés tout au long des précédents tomes vont être scellés. Une nouvelle ère commence pour les survivants de la communauté de Woodbury.Suivi par des millions de lecteurs (21 tomes parus aux éditions Delcourt) et de téléspectateurs (la série TV événement), The Walking Dead est un véritable phénomène. La Chute du Gouverneur 2 est le quatrième roman inédit de cette série culte.BONUS INÉDIT : Un jour comme un autre, une nouvelle de Jay Bonansinga se déroulant dans l’univers de The Walking Dead.Déjà paru : L’Ascension du Gouverneur, La Route de Woodbury, La Chute du Gouverneur.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
63,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Elena est revenue d'entre les morts. Seulement, ce n'est plus une simple humaine. Esprit pur doté de pouvoirs, elle attire inexorablement toutes les créatures démoniaques qui gravitent autour de Fell’s Church. Alors que Stefan ne pense qu'à la protéger, Damon désire plus que jamais en faire sa princesse des ténèbres. Mais, dans la forêt, une nouvelle menace veille : un monstre diabolique et polymorphe issu des légendes japonaises est déterminé à faire régner le chaos sur la ville et à prendre de nouveau la vie d'Elena. Sous l’emprise du démon avec lequel il a passé un pacte, Damon persuade son frère de partir, pour l’éloigner d’Elena. C’est sans compter sur Bonnie, Meredith et Matt. Ces derniers sauront-ils déjouer les pièges des jumeaux pour sauver leur amie et Fell’s Church ?     
    
  
  
  
  
  
  
  

  
  ",Fantastique
64,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Imaginez que vous puissiez remonter le temps, changer le cours de l'Histoire. Le 22 novembre 1963, le président Kennedy était assassiné à Dallas. À moins que... Jake Epping, professeur d'anglais à Lisbon Falls, n'a pu refuser la requête d'un ami mourant : empêcher l'assassinat de Kennedy. Une fissure dans le temps va l'entraîner dans un fascinant voyage dans le passé, en 1958, l'époque d'Elvis et de JFK, des Plymouth Fury et des Everly Brothers, d'un dégénéré solitaire nommé Lee Harvey Oswald et d'une jolie bibliothécaire qui deviendra le grand amour de Jake. Avec une extraordinaire énergie créatrice, Stephen King revisite au travers d'un suspense vertigineux l'Amérique du baby-boom, des « happy days » et du rock‘n’roll.L'œuvre d'un génie ! Time Magazine.Un véritable magicien du roman... Une des plus formidables histoires de voyage dans le temps depuis H.G. Wells. New York Times.Colossal, généreux, passionnant... La quintessence du talent de King. Miami Herald.Un fabuleux cas d’exorcisme littéraire. Emily Barnett, Les Inrockuptibles. King passe de l’enquête – remarquablement documentée – sur l’attentat de Dallas à un poignant roman d’amour, d’une jubilatoire célébration de glorieuses sixties aux sombres vertiges d’une hallucinante uchronie. Scotchant. Philippe Blanchet, Le Figaro magazine.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
65,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Je me demande comment vous réagirez en face de Bree. Elle est un personnage si fugitif, apparemment si insignifiant d’Hésitation. Elle ne vit que cinq minutes sous le regard de Bella. Pourtant, son histoire est nécessaire à la compréhension du roman. J’espère que vous apprécierez Bree autant que moi, même si ce souhait est un peu cruel. Vous savez déjà que cela ne se termine pas bien pour elle. Au moins, vous connaîtrez son histoire, désormais. Et vous comprendrez qu’aucun point de vue n’est jamais tout à fait insignifiant. S. M.En bonus, les pages de Tous les secrets de la saga Twilight consacrées à Bree Tanner et aux vampires nouveau-nés, ainsi qu’une playlist de l’auteur.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
66,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Découvrez la suite des aventures de la jeune Lou, mi-espionne, mi-panthère, mais 100 % attachante !Lou, 22 ans, travaille au département de Recherche sur l’Inexplicable de la DCRI, les services secrets français. Ses collègues lui reconnaissent un instinct stupéfiant pour différencier les coups montés du surnaturel. Bien entendu, aucun ne sait la vérité : même si elle a l’air d’une jolie blonde un peu fragile, la vraie nature de Lou est animale, elle se transforme à volonté. En panthère, de préférence. Alors évidemment, pour repérer les trucs bizarres (à part elle-même, s’entend), ça aide... Lou est fiancée au beau Capitaine Joshua et le dîner de présentation officiel arrive enfin. Elle est aux anges, jusqu’à ce qu’une mauvaise ombre vient gâcher la fin du repas : les révélations de sa mère vont ouvrir le bal des festivités et une série de rebondissements à n'en plus finir !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
67,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Je pensais que rien ne me surprendrait plus. Jamais. Que Lena et moi avions connu le pire, survécu à l'impossible. Mais ces derniers temps, notre bonne vieille bourgade de Gatlin est en proie à une série de fléaux dignes de l'Apocalypse. Il y a aussi ces cauchemars et ces visions étranges qui ne cessent de me hanter. Et toutes ces choses que j'oublie, ces moments où je ne me reconnais plus moi-même. La malédiction de la lune, les Enchanteurs des Ténèbres, la Garde Suprême : quelle est ma place, à moi, dans tout cela ?Le troisième tome de la série promet une nouvelle année de rêves et de cauchemars pour Lena et Ethan.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
68,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Woodbury, petite ville fortifiée qui résiste à l’invasion zombie… Le Gouverneur, son chef autoproclamé, commence à montrer des signes de pure démence, et ses actions plongent les habitants dans les ténèbres et la terreur. Woodbury a succombé à l’enfer. Au milieu de ce cauchemar post-apocalyptique, Rick, Michonne et Glenn, personnages phares de la bande dessinée éponyme, font enfin leur entrée. Les fans de la série The Walking Dead auront la surprise de découvrir ces trois héros sous un jour nouveau.Suivi par des millions de lecteurs et de téléspectateurs, la série The Walking Dead est un véritable phénomène.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
69,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L'infection zombie a séparé les États-Unis en deux. À l'Est, la Zone Libre, complètement bloquée : personne n'y entre, personne n'en sort. À l'Ouest, la Zone Occupée, abandonnée aux morts. Henry Marco est malgré tout resté dans le Nevada. Mercenaire au service des familles de l'Est, il traque et tue les zombies qu'on lui désigne, permettant ainsi aux proches de faire leur deuil. Bientôt, le ministère de l'Intérieur le sollicite pour une mission délicate : aller en Californie où tout a commencé. Retrouver un homme. Rapporter un secret. Mais dans l'Ouest ravagé de l'Amérique, tout est possible. Surtout le pire…     
    
  
  
  
  
  
  
  

  
  ",Fantastique
70,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1922 : un fermier du Nebraska confesse qu’il a assassiné son épouse, avec l’aide de son fi ls de 14 ans. Grand chauffeur : une femme écrivain, violée et laissée pour morte au bord d’une route, décide de se venger elle-même. Extension claire : un cancéreux en phase terminale passe un pacte avec un vendeur diabolique, afi n d’obtenir un supplément de vie. Bon ménage : une femme découvre qu’elle vit depuis vingt ans avec un serial killer.Quatre nouvelles puissantes et dérangeantes, quatre personnages confrontés à des situations extrêmes qui vont les faire basculer du côté obscur, plus une nouvelle inédite vraiment inquiétante...Vous qui entrez ici, perdez tout espoir. Cécile Mury, Télérama.…derrière le sale gosse surdoué qui livre ses cauchemars et s’amuse à nous foutre la frousse se planque un écrivain adulte, qui reprend le dessus, hanté par notre « part sombre »… Gaël Golhen, Technikart.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
71,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Joanna Beauchamp vit avec ses filles, Ingrid et Freya, à North Hampton, à la pointe de l'île de Long Island. Elles y mènent une vie en apparence paisible. En réalité, les trois femmes sont de puissantes sorcières. Ressusciter les morts, guérir les blessures et les peines de cœur, prédire l'avenir sont autant de pouvoirs qu'elles n'ont pourtant pas le droit d'utiliser. Jusqu'au jour où Freya, la fille rebelle, emportée dans un dangereux jeu de désir entre deux frères, met son secret en péril. Quand North Hampton devient le théâtre d'événements tragiques, les trois femmes comprennent qu'elles ne pourront plus dissimuler leur vraie nature, tôt ou tard.Le premier tome d’une série addictive qui a séduit Deborah Harkness !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
72,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Je m’appelle Lou, j’ai 20 ans, et dans quelques heures, je vais m’installer dans les bureaux de la DCRI, les services secrets français. Mon job ? Officiellement, je suis consultante au département de recherche sur l’inexplicable. En réalité, je traque une bizarrerie qui rôde dans la nuit parisienne et qui fait hurler de rage mon instinct de panthère. Oh, je ne vous ai pas dit ? Comme tous ceux de ma race, ma vraie nature est animale, et je me transforme à volonté. Nous, les Daïerwolfs, formons un peuple très puissant, mais contraint de se cacher des faibles humains. Enfin, faibles... L’officier qui m’a recrutée, le capitaine Sylvain Levif, pourrait me vaincre d’un seul regard tant il me plaît ! À cette heure, je n’ai pas encore décidé si cela va rendre ma mission plus agréable ou plus compliquée. Ou les deux. Et zut. Pourquoi ces choses-là n’arrivent-elles qu’à moi ?     
    
  
  
  
  
  
  
  

  
  ",Fantastique
73,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Londres 1888. Depuis que Dracula a épousé la reine Victoria, la terreur règne sur la capitale. Sous l’influence du sulfureux comte, les citoyens sont de plus en plus nombreux à rejoindre les rangs des vampires, toujours plus puissants, et il ne fait pas bon être simple mortel. Mais la riposte ne se fait pas attendre. Dans les sinistres ruelles de Whitechapel, des prostituées vampires se font assassiner par un mystérieux inconnu aux scalpels d’argent. Lancés dans la traque du tueur, Geneviève Dieudonné, une vampire à la jeunesse éternelle, et Charles Beauregard, espion pour le Diogene’s Club, vont devoir gravir les échelons du pouvoir. Et s’approcher dangereusement du souverain le plus sanguinaire qu’a jamais connu le royaume…Une nouvelle édition du classique de Kim Neuwman, augmentée de textes bonus totalement inédits.Aucun autre roman n’a su revisiter le mythe avec autant de brio et d’inventivité. Chronic’Art     
    
  
  
  
  
  
  
  

  
  ",Fantastique
74,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Je n’aurais jamais imaginé que Lena pourrait me fuir ou me cacher des choses. Qu’un jour arriverait où nous ne nous comprendrions plus. » Lena Duchannes est victime d’une malédiction familiale qui fait d’elle un être surnaturel aux pouvoirs puissants. À l’approche de ses 17 ans, elle est de nouveau confrontée aux forces magiques. Effrayée, elle s’éloigne malgré elle de son petit ami, Ethan Wates. Pour la protéger, celui-ci explore alors le monde de secrets anciens que cache le village de Gatlin.Après 16 Lunes, adapté au cinéma en 2013 sous le nom de Sublimes créatures, 17 Lunes est le deuxième tome d’une série désormais culte.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
75,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Grace, 17 ans, vit dans une petite ville du Minnesota, aux abords d’une forêt. Attaquée par une horde de loups six ans auparavant, elle a survécu grâce à l’un des loups de la meute. Les années ont passé, et un lien mystérieux s’est créé entre la jeune fille et ce loup, souvent présent autour de la maison, comme pour veiller sur elle. Lorsqu’un élève de son lycée est mortellement attaqué, des chasseurs sont lancés. Le loup de Grace est touché. Peu de temps après, elle trouve sur le pas de sa porte un jeune homme au regard étrangement familier… Premier volet d’une trilogie, Frisson est l’histoire émouvante d’un amour hors norme.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
76,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sophie Mercer ne sait pas user de ses pouvoirs de sorcière avec discernement. C’est pour cette raison que son père, lui-même magicien, décide de l’envoyer faire ses études dans un lycée pour « élèves hors normes », en Géorgie. Et, quand on est expédiée à Hex Hall pour usage inapproprié de la magie, que l’on y côtoie vampires, spectres et loups-garous, qu'on doit empêcher une vampire aux cheveux roses de prendre feu, lutter contre trois ravissantes sorcières aussi dangereuses que des top models en manque de magazines, et résister à un séduisant sorcier très très agaçant, on n'a aucun besoin qu'une élève soit retrouvée vidée de son sang. C'est pourtant ce qui arrive à Sophie. Et Sophie, il ne faut surtout pas l’énerver...     
    
  
  
  
  
  
  
  

  
  ",Fantastique
77,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Elena s'est métamorphosée en une créature de la nuit sanguinaire et incontrôlable. Tiraillée entre les frères vampires, plus que jamais ennemis, elle doit aussi affronter un adversaire terrifiant, dont la menace se fait chaque jour plus vive. Tapi dans l'ombre, celui-ci n'attend qu'une chose : déchaîner contre Elena sa furie bestiale et la vider de son sang. Stefan et Damon n'ont pas le choix. Ils vont devoir s'allier pour empêcher que la femme qu'ils aiment leur soit de nouveau arrachée. Et il va falloir agir vite ! Car la force maléfique prépare un spectacle apocalyptique où personne ne sera épargné... La malédiction amoureuse continue. Le cauchemar aussi.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
78,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Bella, dix-sept ans, quitte l’Arizona ensoleillé où elle vivait avec sa mère pour s’installer chez son père. Elle croit renoncer à tout ce qu’elle aime, certaine qu’elle ne s’habituera jamais à la pluie, ni à la petite ville de Forks. La rencontre d’Edward, un lycéen de son âge d’une beauté inquiétante, pourrait lui faire changer d’avis… Quels mystères cache cet être insaisissable aux humeurs si changeantes ? À la fois attirant et inatteignable, Edward Cullen n’est pas humain. Il est au-delà de cela. Bella en est convaincue.Voici le premier tome de la saga phénomène Twilight vendue à plus de cent vingt millions d’exemplaires dans le monde.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
79,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Tu ne me reverras plus. Je ne reviendrai pas. Poursuis ta vie, je ne m'en mêlerai plus. Ce sera comme si je n'avais jamais existé. » Rejetée par celui qu'elle aime passionnément, Bella ne parvient pas à s’en remettre. Après avoir été fascinée par un vampire, l’existence humaine lui paraît bien pâle. Pourtant il faut vivre. Pour combler son vide affectif, Bella court après le danger et multiplie les prises de risque. Edward n'étant plus là pour la protéger, elle peut compter sur Jacob, l’ami discret et inébranlable qui va veiller sur elle. Seulement, leur relation n’est peut-être pas dénuée de sentiments amoureux…Pour le découvrir, dévorez le deuxième tome de la saga internationale Twilight !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
80,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Deux futurs, deux âmes sœurs... C'était trop pour une seule personne. Je compris que ce n'était pas Edward et Jacob que j'avais essayé de réconcilier, c'étaient les deux parts de moi-même, la Bella d'Edward et la Bella de Jacob. Malheureusement, elles ne pouvaient coexister et j'avais eu tort de tenter de les y contraindre. À présent, je ne doute pas de ce que je désire, ni de ce dont j'ai besoin... ni de ce que je vais faire, là, maintenant. »Dans le troisième tome de la saga phénomène Twilight, Bella est confrontée à la plus importante décision de sa vie : elle doit choisir entre son amour pour Edward et son amitié pour Jacob. Or sa décision risque de relancer la guerre entre les deux ennemis et leur clan respectif.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
81,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « N'aie pas peur, murmurai-je. Nous sommes faits l'un pour l'autre. » L'instant était si parfait, si juste, qu'il était impossible d'en douter. Ses bras se refermèrent autour de moi, me pressant contre lui... « À jamais. », renchérit-il. Bella a fait son choix, plus rien ne semble pouvoir l'empêcher de vivre ses rêves. Seulement sa décision pourrait s'avérer bien plus dangereuse qu'elle n'y paraît. Et si Bella risquait d'y perdre la vie ?L’ultime tome de la saga phénomène Twilight promet de nombreux rebondissements et des révélations hautes en couleur qui ne manqueront pas de vous surprendre…     
    
  
  
  
  
  
  
  

  
  ",Fantastique
82,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Après les événements survenus en Écosse, Alexia est retournée vivre chez ses parents. La reine Victoria l’a exclue du Cabinet fantôme, et Lord Akeldama, la seule personne qui pourrait expliquer sa condition délicate, a inopinément quitté la ville. Pour couronner le tout, Alexia découvre que les vampires de Londres ont juré sa mort. Tandis que Lord Maccon met toute son énergie à boire et que le Professeur Lyall tente désespérément de maintenir la cohésion au sein de la meute Woolsey, Alexia s’enfuit en Italie à la recherche des mystérieux Templiers. Ils devraient pouvoir l’aider, à moins qu’ils ne soient plus nuisibles que les vampires. Surtout armés de pesto… Un troisième tome rythmé et fort en révélations !Madame Carriger réside dans les colonies et exige que son thé soit importé directement de Londres. Empruntant aussi bien à Jane Austen qu’à Charlaine Harris, la série du Protectorat de l’ombrelle connaît outre-Atlantique un immense succès.       « Tout simplement brillant. » Publishers Weekly. « Un ravissement. » New York Times.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
83,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Coffret reprenant les deux tomes.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
84,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Vous vous souvenez de moi, Danny Valentine, nécromante et mercenaire ? C’est à Saint-City que j’ai grandi, ici que mes morts sont enterrés et ici que j’ai appris à chasser. Bref, Saint-City est ma ville et la dernière chose dont j’ai envie, c’est qu’un meurtre soit commis près de chez moi… Evidemment, c’est arrivé et, pour tout arranger, la seule personne en qui j’avais confiance m’a trahie. Que faire ? Parfois, la vengeance est un plat qui se mange chaud… chaud comme le souffle d’un démon !Lilith Saintcrow – c’est son véritable nom ! – est née au Nouveau-Mexique. Écrivain « du côté obscur » à plein temps, elle est l’auteur best-seller de plusieurs séries fantastiques.« Une série puissante et envoûtante. » SFX     
    
  
  
  
  
  
  
  

  
  ",Fantastique
85,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Diana Bishop, jeune historienne héritière d'une puissante lignée de sorcières, et le vampire Matthew Clairmont ont brisé le pacte qui leur interdisait de s'aimer. Quand Diana a découvert l'Ashmole 782, un manuscrit alchimique, à la bibliothèque d'Oxford, elle a déclenché un conflit millénaire. La paix fragile entre les vampires, les sorcières, les démons et les humains est désormais menacée. Déterminés à percer le mystère du manuscrit perdu, et tentant d'échapper à leurs ennemis, Diana et Matthew ont fui à Londres... en 1590. Un monde d'espions et de subterfuges, qui les plonge dans les arcanes du passé de Matthew et les confronte aux pouvoirs de Diana. Et à l'inquiétante École de la nuit.Découvrez enfin la suite du Livre perdu des sortilèges…     
    
  
  
  
  
  
  
  

  
  ",Fantastique
86,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Comment démasquer un robot qui imite un humain ? Comment désactiver un robot ménager qui se rebelle ? Comment fuir un essaim de mouches électroniques ?Dans cet indispensable guide de survie, le spécialiste Daniel H. Wilson livre tous les secrets pour réprimer une mutinerie de robots. Remèdes contre les blessures au laser, reconnaissance des faux visages et discours, combat main contre pince... Survivre à une invasion Robot couvre tous les scénarios possibles qui menacent l'homme. «Le jour de la révolte des robots, la guerre sera totale. Elle verra l'affrontement des deux plus grandes espèces intelligentes de la planète.» N'attendez pas qu'il soit trop tard. Découvrez toutes les astuces pour vous défendre contre l'invasion imminente !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
87,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Au service de Sa Majesté, du pays… et pour rester en vie Emma Bannon est sorcière au service médico-légal de l’Empire. Sa mission : protéger Archibald Clare, un mentaliste renégat qui travaille dans l’illégalité. Ses pouvoirs de déduction à lui sont légendaires ; quant à elle, sa sorcellerie est plus que puissante. Malheureusement, ils se détestent cordialement… Une nouvelle série de l’auteur best-seller Lilith Saintcrow en hommage à Sherlock Holmes et à Chapeau melon et bottes de cuir, dans une Angleterre victorienne empreinte de magie.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
88,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dès l’arrivée de Stefan Salvatore à Fell’s Church, Elena, la reine du lycée, se jure de le séduire. D’abord distant, le garçon aux allures d’ange rebelle finit par céder à sa passion dévorante… et lui révéler son terrible secret. Quelques siècles plus tôt, la femme qu’il aimait l’a transformé en vampire, avant de le trahir avec son frère ennemi, Damon. Des événements tragiques se succèdent bientôt dans la région. Tout accuse Stefan, mais Elena est convaincue de son innocence. Et si Damon, vampire cruel et assoiffé de sang, était derrière tout cela ? L’histoire est-elle amenée à se répéter inéluctablement ?     
    
  
  
  
  
  
  
  

  
  ",Fantastique
89,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Là-bas, sur la ville, le champignon s’effondre majestueusement sur lui-même. Telle une onde de choc, la base s’étend dans toutes les directions. Je n’ai jamais rien vu d’aussi beau et d’aussi terrifiant. » Lorsque la première bombe atomique explose au-dessus de San Francisco, Jim Thompson veut croire qu’un avenir existe encore. Hélas ! aux quatre coins du globe, une guerre nucléaire totale se propage. L’un après l’autre, tous les pays sont rayés de la carte : le pire des scénarios possibles est devenu réalité. Chine, Égypte, France, États-Unis… Séparés par des milliers de kilomètres, quatre adolescents aux destins mystérieusement liés s’efforcent d’échapper à l’inéluctable et de rallier une base secrète du Groenland. Mais peut-on survivre à la fin du monde ?     
    
  
  
  
  
  
  
  

  
  ",Fantastique
90,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un jour qu'elle se réveille de sa sieste, s'attendant à trouver son époux gentiment endormi à ses côtés comme tout loup-garou qui se respecte, elle le découvre hurlant à s'en faire exploser les poumons. Puis il disparaît sans explication... laissant Alexia seule aux prises avec un régiment de soldats non humains, une pléthore de fantômes exorcisés, et une reine Victoria qui n'est point amusée du tout. Mais Alexia est toujours armée de sa fidèle ombrelle et des dernières tendances de la mode, sans oublier un arsenal de civilités cinglantes. Et même quand ses investigations pour retrouver son incontrôlable mari la conduisent en Écosse, le repère des gilets les plus laids du monde, elle est prête !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
91,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Je me réveillai entre quatre murs blancs avec l’odeur du désinfectant, du latex et du café dans les narines. On aurait dit une chambre d’hôpital typique, sauf que celle-ci accueillait exclusivement des loups-garous. Personne ne partageait cet espace avec moi, ce qui me facilitait les choses. Un loup nouveau-né, c’est le chaos assuré. J’étais devenue la seule louve à part entière de toute la planète. Ma nouvelle identité allait ébranler le statu quo du monde surnaturel. » Il n’est pas toujours facile d’être jeune et femme quand on est la seule représentante du sexe féminin dans une meute de loups-garous. Et la situation semble devenir vraiment très compliquée pour Jessica, 26 ans, lorsqu’elle apprend qu’elle représente pour les siens le mal absolu et que son existence a pour but l’anéantissement de sa race. Pour sauver sa vie, elle va devoir fuir…     
    
  
  
  
  
  
  
  

  
  ",Fantastique
92,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ne pas oublier :1) de sauver ma sœur,2) d’assassiner grand-mère,3) de ne pas agacer la prêtresse vaudou.Tic tac, tic tac. L'heure tourne et le temps presse pour Sabina Kane. Sa sœur vient d'être kidnappée par sa grand-mère, chef des Vampires, les créatures de la nuit sont au bord de la guerre, et un Ordre obscur tire les ficelles. Sabina se rend à la Nouvelle Orléans, sur les traces de sa sœur. Là-bas, elle doit négocier avec des loups-garous un poil susceptibles mais ô combien sexy, des vampires dotés de pouvoirs magiques, et – le plus effrayant de tous – des humains...La meilleure série de bit-lit actuellement dans les rayons. Paul Goat Allen, BarnesandNobles.com.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
93,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un matin d’automne, la petite ville de Chester Mill, dans le Maine, est inexplicablement et brutalement isolée du reste du monde par un champ de force invisible. Personne ne comprend ce qu’est ce dôme transparent, d’où il vient et quand – ou si – il partira. L’armée semble impuissante à ouvrir un passage tandis que les ressources à l’intérieur de Chester Mill se raréfient. Jim Rennie, premier adjoint de Chester Mill, voit tout de suite le bénéfice qu’il peut tirer de la situation, lui qui a toujours rêvé de mettre la ville sous sa coupe. Un nouvel ordre social régi par la terreur s’installe et la résistance s’organise autour de Dale Barbara, vétéran d’Irak et chef cuistot fraîchement débarqué en ville…Allégorie du totalitarisme, réflexion sur la nature humaine et sa résistance aux situations extrêmes, et page-turner irrésistible, Dôme signe le retour du King à son meilleur. Clémentine Goldszal, Elle.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
