"","line","text","genre"
"32",32,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Que se cache-t-il sous la lourde perruque d'Isaac Newton ? Un cerveau d'exception, bien sûr, qui a dévoilé les lois de la gravitation universelle, mais aussi un crâne dégarni, tant par les vapeurs de soufre et de mercure de ses expériences alchimiques que par les nuits d'insomnie passées à relire les Ecritures pour calculer la date de l'Apocalypse… Jean-Pierre Luminet dresse le portrait d'un homme extraordinairement complexe, devenu, au fil des années, obsédé par Dieu. Cette figure de la raison, acclamée par les Lumières, également férue de recherches ésotériques, s'est révélée être un impitoyable directeur de la Monnaie et un président tyrannique de la Royal Society. A sa mort, à quatre-vingt-cinq ans, l’Angleterre lui organisera des obsèques dignes d’un roi.Véritable roman, où le plomb de la documentation se transforme en or littéraire, pour la plus grande jubilation du lecteur. Sylvestre Huet, Libération.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"33",33,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Et voilà mon père devant le « Tribunal du peuple » nazi. Droit comme un i, flottant lamentablement dans un costume trop grand pour lui, silencieux. Je regarde fixement cet homme au visage éteint. Je ne le connais pas, il n'existe pas l'ombre d'un souvenir en moi. J'avais tout juste un an lorsque la guerre a commencé. À partir de ce moment, il n'était pour ainsi dire jamais à la maison. Mais je me reconnais en lui - ses yeux sont mes yeux, je sais que je lui ressemble. Et que sais-je de lui ? Rien. W.B.Un document exceptionnel sur une famille allemande dans la tourmente du nazisme. La culpabilité singulière d’une génération plane sur les hauteurs de ce grand récit. Bastien Miquel, Le Figaro littéraire.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"34",34,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Irfan Orga naît dans une famille prospère, alors que l’Empire ottoman est à son crépuscule. Sa mère, une jeune beauté mariée à treize ans, vit retirée du monde, comme il convient aux femmes turques de sa condition. Sa grand-mère paternelle règne sur la famille, en autocrate excentrique et capricieuse. Lorsqu’éclate le Première Guerre mondiale, la famille est obligée de s’adapter à une existence totalement nouvelle : le Sultan est renversé et la Turquie devient une république. C’est dans ce contexte tourmenté, émaillé de violences, de ruptures et d’actes de courage, qu’Irfan Orga construit son existence, jusqu’à son arrivée à Londres, en 1942. Sept ans plus tard, il écrit le récit de sa vie sur le Bosphore.Touchant, poétique, nostalgique – et une si belle évocation d’Istanbul. […] Un réel bonheur de lecture. Le Furet du Nord.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"35",35,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Mars 1875. Tristan Dionys, pianiste impécunieux, et Maximilien Leroy, juriste désinvolte, font connaissance devant la colonne Vendôme. Leurs pères, de camps adverses, ont péri sous la Commune. Pourtant une amitié indéfectible et, pour l'un, passionnée, va les lier. L'Alsace et la Lorraine étant devenues allemandes depuis la défaite de 1870, Paris accueille de nombreux réfugiés des provinces annexées. Tristan et Max, qui mènent une vie de bohème, rencontrent Cléa, une jeune Alsacienne. Naît alors un trio fantasque, soudé par une amitié amoureuse. Scandale de Panama, affaire Dreyfus, incendies de l'Opéra-Comique puis du Bazar de la Charité, boulangisme, violences anarchistes, invention de l'automobile, construction de la tour Eiffel : c’est l'adolescence de la IIIe République au seuil d'un nouveau millénaire que fait revivre avec talent M. Denuzière .     
    
  
  
  
  
  
  
  

  
  ","Historique"
"36",36,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Une rue étroite dans Paris aux moments sombres de son histoire. Là, une petite boutique : celle de Marc le cordonnier. Il est jeune, beau, libre. Son plaisir : courir dans la ville. Survient un accident qui bouleverse sa vie entière. Une religieuse en est témoin. Elle l'assiste, le soigne, l'accompagne dans sa convalescence, puis s'éloigne. Reste l'ami de Marc, Paulo, le bizarre énergumène, moqué de tous, chiffonnier mais surtout donneur de coups de main, toujours prêt à rendre service. Et d'autres : Mme Gustave qui tient un bistrot, Lucien l'imprimeur, M. Marchand au service de la police, Rosa la fille des rues... Enfin, la petite fille. […] Si vous qui me lisez ressentez le bonheur et la mélancolie, l'émotion et l'amour qui m'ont envahi, nous sommes les mêmes. R. B.On retrouve ici la pudeur, la simplicité et la poésie qui firent le succès de ses livres depuis Les Allumettes suédoises. Claire Julliard, Le Nouvel Observateur.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"37",37,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Jeanne Toussaint voit le jour dans la Flandre des brodeuses, à la fin du XIXe siècle. Dotée d’un goût très sûr et d’une volonté d'acier, elle part à la conquête de Paris, où elle enflamme le cœur de Louis Cartier, qui lui enseigne les pierres précieuses et les alliages mystérieux. De leur amour naissent des bijoux fabuleux : oiseaux de paradis, aigrettes et diadèmes ciselés, mais surtout la mythique panthère... Un style est né, le sien. Dans une traversée du siècle où l'on croise Proust, Cocteau, Hemingway, Scott et Zelda, Coco Chanel, ou encore la duchesse de Windsor, Stéphanie des Horts met en lumière le destin extraordinaire de la géniale Jeanne Toussaint.Dans ce roman vrai, la journaliste parvient à trouver le rythme juste, rapide et précis, qui permet au lecteur de saisir la personnalité flamboyante de celle qui fut la plus grande joaillière de son temps. Blaise de Chabalier, Le Figaro littéraire.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"38",38,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1920. San Nidro, un village des Pouilles coupé du monde. Deux enfants solitaires tissent une amitié insolite et merveilleuse. Basilio, un gamin illettré, est fasciné par la magie douce de Lucia. Il lui promet de ne jamais quitter San Nidro. Elle ne lui promet rien, sinon de préserver leur paradis. Mais que valent les serments de l'enfance confrontés au bûcher de l'histoire ?Dans des décors entre misère sordide et grandiloquence grotesque, fait de larmes, de sang, de bonheurs aussi, mais trop brefs, trop forts […] ce récit-là charrie des mots qui ont une couleur, une lumière, des odeurs, des bruits, une musique, un souffle. Les romans qui vivent sont faits de ces mots-là. Robert Verdussen, La Libre Belgique.Une célébration des beautés et des excès de l’Italie éternelle. Stéphanie Poupard, Famille chrétienne.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"39",39,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           À la manière de Short Cuts de Robert Altman, Adam Braver met ici en scène certains des acteurs, premiers rôles et figurants, durant les heures qui précèdent et qui suivent l’assassinat de J. F. Kennedy. Autour de la figure centrale de Jackie Kennedy, quelques personnages vont vivre eux aussi une journée particulière : un tailleur de Dallas, dont le nom et le film amateur vont faire le tour du monde, un médecin de l'hôpital Parkland, qui va, quelques heures plus tard, pratiquer l'autopsie du corps du Président, le personnel de la Maison-Blanche chargé des enfants du couple… Mêlant avec habileté la grande et la petite histoire, l’auteur nous fait pénétrer dans l'intimité des protagonistes du drame, posant ainsi un regard neuf sur cette tragédie qui a pourtant fait couler beaucoup d’encre. Un roman hypnotique servi par une écriture magnifique de précision et par une construction ensorcelante.Nous sommes avec Jackie Kennedy lorsque, ce matin-là, elle choisit le tailleur qu’elle portera […] qui, taché du sang de son mari, fera ensuite le tour du monde. Ce sens incroyable des détails, confronté au poids de l’histoire, en fait un livre saisissant. Publisher’s Weekly.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"40",40,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           J'ai laissé partir mon père sans écouter ce qu'il avait à me dire, le combattant qu'il avait été, le Résistant, le héros. J'ai tardé à le questionner, à moissonner sa mémoire. Il est mort en inconnu dans son coin de silence. Pour retrouver sa trace, j'ai rencontré Beauzaboc, un vieux soldat de l'ombre, lui aussi. J'ai accepté d'écrire son histoire, sans imaginer qu'elle allait nous précipiter lui et moi en enfer... S.C.Une nouvelle fois, Chalandon se montre très doué pour peindre les silences et les non-dits. Alexandre Fillon, Madame Figaro.Chalandon, comme dans ses précédents livres, a l’art de construire un récit avec chaleur et sincérité. Il faut avoir beaucoup lu et beaucoup vécu – travaillé aussi, sans doute – pour écrire des pages aussi belles que celles qui ouvrent ce livre émouvant. Olivier Le Naire, L’Express.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"41",41,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Maria-Theresia von Paradis naît à Vienne en 1759, sous d'heureux auspices. Fille unique du conseiller de l'impératrice, admirée pour sa beauté et son talent précoce pour le piano, elle est atteinte encore enfant par une cécité brutale. A dix-sept ans, son père qui lui a déjà fait subir des traitements inopérants et douloureux la confie au célèbre magnétiseur Mesmer (qui a découvert avant Freud le pouvoir du psychisme et de la suggestion pour guérir)... Entre eux, le courant passe aussitôt... jusqu'à lui faire recouvrer la vue et l'envie de la reperdre, car Maria-Theresia comprend vite ce dont la cécité la protégeait : le pouvoir, le calcul, le ressentiment, l'avidité, tout ce qui empêche les hommes d'être sereins.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"42",42,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Prague, 1942, opération « Anthropoïde » : deux parachutistes tchèques sont chargés par Londres d'assassiner Reinhard Heydrich, le chef de la Gestapo et des services secrets nazis, le planificateur de la Solution finale, le « bourreau de Prague ». Heydrich, le bras droit d'Himmler. Chez les SS, on dit de lui : « HHhH ». Himmlers Hirn heiβt Heydrich – le cerveau d'Himmler s'appelle Heydrich. Dans ce livre, les faits relatés comme les personnages sont authentiques. Pourtant, une autre guerre se fait jour, celle que livre la fiction romanesque à la vérité historique. L'auteur doit résister à la tentation de romancer. Il faut bien, cependant, mener l'histoire à son terme…Un écrivain qui accomplit la prouesse d’à la fois narrer l’Histoire authentique, tout en insérant sa vision du monde […].On trouve de tout dans HHhH : on y cite Tarantino, Chaplin, Bogart, les films de Fritz Lang et de Douglas Sirk. Philippe Labro, Le Figaro.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"43",43,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Anna Schlemmer a toujours refusé d'évoquer sa vie en Allemagne pendant la Seconde Guerre mondiale. Trudy, sa fille, n’avait que trois ans lorsqu'un soldat américain les emmena avec lui dans le Minnesota, et n’a donc que peu de souvenirs de cette époque. Mais elle trouve, parmi les photos de famille, un cliché la montrant avec sa mère aux côtés d'un officier nazi. Cet homme était-il l'amant d’Anna? Est-il son père biologique ? Devenue professeur d'histoire allemande, Trudy veut connaître la vérité et, dans le cadre de ses travaux universitaires, elle recueille les témoignages d'Allemands de Minneapolis qui ont vécu la guerre, tentant ainsi désespérément de faire la lumière sur le passé de sa mère... Entre l'Amérique d'aujourd'hui et l'Allemagne nazie, un bouleversant premier roman sur la culpabilité et la responsabilité individuelle face à l'histoire.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"44",44,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Début du XXe siècle. Dans leur ferme du Missouri, Matthew et Callie Soames élèvent leurs quatre filles, aux personnalités différentes mais au caractère bien trempé : Jessica leur brisera le cœur en s’enfuyant dès sa dix-huitième année, Leonie tombera amoureuse de l’homme dont il ne fallait pas s’amouracher, Mary Jo s’arrachera au cocon familial pour aller faire carrière à New York, et le destin de Mathy, l’enfant sauvage, se conclura par la plus terrible des tragédies. Ces années durant, malgré chagrins et déceptions, les Soames parviendront, malgré tout, à préserver les liens d’amour, qui forment le ciment même de leur famille. Une magnifique chronique romanesque, toute imprégnée des odeurs de l’Amérique profonde.La saveur de ce roman ressemble beaucoup à celle de Ne tirez pas sur l’oiseau moqueur. Il a le même goût tranquille de nostalgie, un parfum d’herbe bleue et de roses sauvages… Denver Post.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"45",45,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quelques semaines avant sa mort, à Florence, Machiavel est surpris par la peste. Sans trop savoir pourquoi, il sauve du bûcher une jeune femme malade, Violetta... Il la lave, la dévêt, lui parle, l'embrasse, s'allonge contre elle, contre elle et contre tout, jusqu'au dernier instant.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"46",46,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Portrait du dernier survivant parmi les grands dictateurs du XXe siècle, Francisco Franco Bahamonde, mort en 1975. Ce livre commente les grandes étapes de la vie de Franco : enfance, études, guerre coloniale au Maroc, direction de l'académie de Saragosse, etc. Ce temps fut celui de Michel del Castillo qui livre donc aussi un regard sur lui-même et sur ce qu'il a vécu.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"47",47,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Début du XVIIe siècle. Kepler tente de déterminer l'orbite des planètes, en particulier celle de Mars, sans recourir à des artifices mathématiques. En Italie, Galilée invente sa lunette astronomique et découvre les satellites de Jupiter. Kepler avait tenté d'entrer en correspondance avec Galilée, mais celui-ci n'avait pas donné suite, craignant les représailles du Vatican et de l'Inquisition. Comment ces deux géants de la science se sont progressivement apprivoisés sans jamais se rencontrer : Kepler, aux prodigieuses capacités mathématiques mais fasciné par les mondes occultes ; Galilée et son génie rationnel de la mécanique, prudent sous le regard menaçant du Saint-Office.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"48",48,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           On retrouve pour narrateur le valet de Pierre de Siorac, l'un des héros de Fortune de France, la saga de Robert Merle. Ici, l'homme du peuple décrit et commente sa vie pendant la période trouble du XVIe siècle.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"49",49,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quand la jeune et belle Deborah, fille de scribe, cultivée, mais mariée contre son gré à un vieillard impuissant, est surprise endormie auprès de son cousin, elle doit être lapidée pour adultère. Seul Jésus s’élève contre la vindicte populaire : « Que celui qui n’a jamais péché lui jette la première pierre. » Dans la Palestine occupée par les Romains, le peuple juif est divisé : les nantis penchent pour la collaboration avec l’occupant, tandis que les Zélotes le combattent. De leur côté, les prêtres tentent de préserver leurs privilèges. Jésus, lui, prêche l’amour du prochain et chasse violemment les marchands du Temple… Au coeur de ces conflits, que va devenir Deborah après avoir échappé à la mort ? Dans ce bouleversant roman, Régine Deforges réinvente la vie de ceux et de celles qui suivirent un homme nommé Jésus, entre doute et foi, entre fidélité et trahison.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"50",50,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Franconie, an 799, à la veille du sacre de Charlemagne. Fille d’un célèbre scribe byzantin, Theresa est apprentie parcheminière. Un drame l’oblige à quitter sa ville et à se réfugier dans la cité abbatiale de Fulda. Là, elle devient la scribe du moine Alcuin d’York, véritable Sherlock Holmes en robe de bure, qu’elle assiste dans ses enquêtes. Mais elle découvre que, dans sa fuite, elle a emporté à son insu un précieux parchemin qui pourrait bien sceller l’avenir de la chrétienté... À travers les aventures de Theresa, La Scribe évoque une page décisive du christianisme au Moyen Âge. Coups de théâtre et rebondissements se succèdent dans ce passionnant roman historique, qui mêle personnages fictifs et personnages ayant réellement existé.Trépidant, cruel et sanglant à souhait. Femina.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"51",51,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Paris, septembre 1792. Le garde-meuble de la place de la Concorde abrite les joyaux de la couronne. Plus de dix mille pierres précieuses, dont le célèbre Régent, le plus gros diamant du monde, sont là, à portée de main... Une bande de brigands, avec à leur tête un gentleman escroc et une espionne anglaise, va tenter le casse du millénaire. Les corruptions au plus haut sommet de l’État leur réserveront bien des surprises... En puisant aux sources d’archives méconnues, Michel de Grèce nous conte la plus rocambolesque des enquêtes policières, tout à la fois roman d’amour, roman d’espionnage et fresque palpitante du Paris révolutionnaire.La plume alerte et précise, la voix chaleureuse du prince Michel de Grèce nous propulsent dans le sillage de cette braqueuse en mousseline et de quelques autres personnages étonnants. Franck Ferrand, Femmes.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"52",52,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1327. Quatre enfants sont les témoins d’une poursuite meurtrière dans les bois : un chevalier tue deux soldats au service de la reine, avant d’enfouir dans le sol une lettre mystérieuse, dont la teneur pourrait mettre en danger la couronne d’Angleterre. Ce jour lie à jamais leurs sorts... L’architecte de génie, la voleuse éprise de liberté, la femme idéaliste, le guerrier dévoré par l’ambition : mû par la foi, l’amour et la haine, le goût du pouvoir ou la soif de vengeance, chacun d’eux se bat pour accomplir sa destinée dans un monde en pleine mutation – secoué par les guerres, terrassé par les famines, et ravagé par la Peste noire. Avec Un monde sans fin, Ken Follett nous offre une nouvelle fresque historique aussi séduisante et captivante que Les Piliers de la Terre, cette superbe épopée romanesque qui avait pour cadre l’Angleterre du xiie siècle.Même lieu, même suspense, même souffle. Le résultat est à la hauteur du pari : osé et réussi. Femmes.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"53",53,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           A peine Vitus a-t-il percé le secret de ses origines qu’il repart pour de nouvelles aventures, à la recherche d’Arlette, la femme dont il est tombé amoureux en mer et qui semble avoir disparu, quelque part dans les Indes occidentales, au-delà de l’océan. Pour financer son voyage et celui de ses amis, Vitus passe le brevet de chirurgien naval et, non sans mal, embarque avec, bien sûr, le maître et le nain Enano, sur le seul vaisseau encore en partance pour l’Amérique à cette saison. La traversée ne sera pas de tout repos pour le trio et ceux qu’ils rencontreront en cours de route. Pour parvenir au bout de leur périple, il leur faudra vaincre bien des obstacles sur l’océan sillonné par les pirates et les tempêtes, dont les abysses cachent de monstrueux dangers. Une fois à terre, ils ne seront pas pour autant au bout de leurs peines car la belle Arlette reste introuvable...     
    
  
  
  
  
  
  
  

  
  ","Historique"
"54",54,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Choisie dès sa plus tendre enfance par Mahomet, Aïcha ne le quittera plus jamais. Témoin privilégié des révélations envoyées au Prophète, elle sera parmi les premières à en retranscrire les versets, prenant ainsi une part centrale à la naissance de l’Islam. Depuis l’Hégire à Médine jusqu’à la bataille du Chameau, Geneviève Chauvel, retrace avec une attention minutieuse, l’épopée magnifique de la « Mère des Croyants », figure d’exception à la vitalité et au prestige inégalés. Un ouvrage qui éclaire d’un jour inattendu les racines et la genèse du monde musulman, ainsi que la place de la femme dans l’Islam.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"55",55,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ce roman pas comme les autres a une histoire exceptionnelle : en quelques mois, il a fait d’un auteur inconnu un véritable phénomène d’édition, le coup de coeur de l’Amérique. Durant la Grande Dépression, dans les années 1930, les trains des petits cirques ambulants sillonnent les États-Unis. Jacob Jankowski, orphelin sans le sou, saute à bord de celui des frères Benzini et de leur « plus grand spectacle du monde ». Embauché comme soigneur, il va découvrir l’envers sordide du décor. Tous, hommes et bêtes, sont pareillement exploités, maltraités.Sara Gruen fait revivre avec un incroyable talent cet univers de paillettes et de misère qui unit Jacob, Marlène la belle écuyère, et Rosie, l’éléphante que nul jusqu’alors n’a pu dresser, dans un improbable trio.Plus qu’un simple roman sur le cirque, De l’eau pour les éléphants est l’histoire bouleversante de deux êtres perdus dans un monde dur et violent où l’amour est un luxe.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"56",56,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           C’était la première fois que Chen Zhen traversait la steppe en cavalier solitaire […]. Soudain, le jeune homme faillit tomber de sa monture en voyant, à quarante mètres devant lui, une horde de loups dont le pelage étincelait sous la dernière lueur du soleil.Plus de trente bêtes se tenaient là dont certaines avaient la taille d’un léopard. Au milieu trônait le roi des loups, reconnaissable à la fourrure blanchâtre qui, sur sa poitrine et son ventre, brillait d’un éclat de platine.J. R.Le Totem du Loup, c’est le récit d’une initiation, celle de Chen Zhen, jeune étudiant chinois qui doit apprendre, au contact des tribus mongoles, comment survivre...Les hordes de loups règnent encore sur la steppe. Les cavaliers nomades, héritiers de Gengis Khan, craignent et vénèrent cet animal qu’ils ont choisi pour emblème. La rencontre avec cette culture va bouleverser le jeune Chinois.Un fascinant roman d’aventures, vendu à plus de vingt millions d’exemplaires en Chine.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"57",57,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Edward Wozny est un jeune banquier new-yorkais à qui tout réussit. Il est sur le point de prendre des vacances bien méritées quand son patron exige de lui une dernière mission : aider l’un des clients les plus importants de la banque à ranger et trier sa bibliothèque laissée à l’abandon ! Edward n’a guère le choix. On lui demande surtout de rechercher un manuscrit du xive siècle – existe-t-il vraiment ? – qui aurait une très grande valeur… Pour ce faire, il est aidé par une étudiante revêche mais érudite, Margaret Napier. Dans le même temps, il se prend de passion pour un jeu vidéo et découvre, stupéfait, des similitudes étranges entre ce jeu et la légende du manuscrit disparu. Il se plonge alors dans une enquête passionnante qui va peu à peu l’amener à douter de tout, avant de percer le secret magistral du Codex...     
    
  
  
  
  
  
  
  

  
  ","Historique"
"58",58,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Je vous raconte ici l’ascension d’un homme. Petit, maigre, avec un drôle d’accent, des cheveux raides et des yeux bleus, il a vingt-cinq ans, il s’impatiente : il n’est rien et il veut tout. Général en disgrâce, il monte de Marseille à Paris au printemps 1795.Après la chute de Robespierre, le pays est en plein chaos. […] À force d’intrigues, de coups de gueule ou de caresses, notre général va réussir. En une saison il écrase une émeute royaliste, épouse la vicomtesse de Beauharnais et se retrouve à la tête de l’armée d’Italie. Sur la route de Nice où il part rejoindre ses troupes pour les lancer en Lombardie dans une guerre de pillage, il francise son nom italien facile à écorcher. Désormais, il va s’appeler Bonaparte.P. R.Une merveilleuse promenade dans le ventre de Paris, plein de bagarres, de flirts et de brigandages officiels. On s’instruit, on s’amuse et on se rassure.Gilles Martin-Chauffier, Paris Match.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"59",59,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           En 1966, le général de Gaulle charge François Tavernier d’une mission secrète : se rendre en Bolivie où Klaus Barbie, le criminel de guerre nazi, a trouvé refuge. Là, il devra obtenir l’extradition du tortionnaire de Jean Moulin ; faute de quoi, il l’enlèvera, voire l’éliminera… À peine débarqué, Tavernier est en butte à l’hostilité déclarée des exilés allemands: les attentats contre sa vie se multiplient. Pendant ce temps, Che Guevara, auquel s’est rallié le Français Régis Debray, conduit la guérilla dans le sud-ouest du pays ; Charles, fils adoptif de Léa, ne tarde pas à les rejoindre… Après avoir traversé bien des épreuves, Léa et François se trouvent de nouveau entraînés dans le tourbillon de l’Histoire: cette fois, elle se parera pour eux de funestes couleurs…     
    
  
  
  
  
  
  
  

  
  ","Historique"
"60",60,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Qui est Luna, la belle sorcière aux cheveux de feu ? Quelle malédiction frappe le blessé retrouvé dans sa cabane des Abruzzes ? Qui sont les hommes masqués de noir acharnés à sa perte ? Quelles paroles terribles dissimule ce mystérieux parchemin qui ne doit surtout pas arriver jusqu'aux mains du pape ? Au cour d'un XVIe siècle hanté par les querelles religieuses et philosophiques, le nouveau thriller historique de Frédéric Lenoir nous entraîne des palais aux prisons de Venise, du Mont Athos au bagne des corsaires d'Alger, de Jérusalem au ghetto de Chypre. Un grand roman d'amour et d'aventures où passion, mort, mystique chrétienne et soufie, astrologie et kabbale rythment la quête initiatique de Giovanni, le jeune paysan qui avait osé lever les yeux sur la fille des Doges.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"61",61,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Il existait en Bourbonnais une tradition au dire de laquelle le Connétable de Bourbon avait laissé un fils, qui avait été envoyé aux Indes pour le soustraire aux rancunes de François ler... »Annales bourbonnaises, 1892.Qui mieux que Michel de Grèce pouvait, avec sa connaissance intime de l’Histoire et son inimitable talent de conteur, nous faire découvrir le destin de ce héros oublié ?Voici l’histoire fabuleuse et inédite de Jean de Bourbon, héritier du trône de France, devenu Rajah indien.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"62",62,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           « Le trait de lumière qui éclaire aujourd’hui le monde est parti de la petite ville de Thorn. » Voltaire saluait ainsi le génie d’un homme qui a effectivement révolutionné notre vision du monde.C’est au début du xvie siècle, en Pologne, que Nicolas Copernic, tout à la fois astronome, médecin et chanoine, va renverser les théories établies par Ptolémée et Aristote : ce n’est plus la Terre qui est le centre de l’Univers, mais le Soleil !Des ruelles de Cracovie aux universités de Bologne et de Florence, des ateliers de Nuremberg aux couloirs du Vatican, des voyages avec Dürer aux intrigues ourdies par les Farnèse, ce roman, qui mêle avec vivacité la science et l’histoire, nous propulse dans une époque de grands changements et nous éclaire sur les débats théologiques et scientifiques de ce temps.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"63",63,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un jour, en parcourant le quotidien qu’il vient d’acheter, notre héros tombe avec surprise sur des informations de 1953. Il croit à une plaisanterie ou à un numéro spécial, mais non, car d’autres hallucinations vont le replonger définitivement dans les années 1950. Ainsi largué dans le Paris de son enfance, il se sent étranger, puis il se résout à accepter ce sort improbable.Il devient plongeur dans un restaurant des Halles, et il va vite savourer sa supériorité : il connaît l’avenir...     
    
  
  
  
  
  
  
  

  
  ","Historique"
"64",64,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Espagne, xvie siècle, monastère de Campodios. Sentant sa mort prochaine, l’abbé Hardinus convoque Vitus, son protégé, qu’il a découvert, abandonné, alors qu’il était encore un nourrisson. Afin que le jeune homme connaisse ses origines, il lui remet un indice : un tissu damassé, visiblement d’origine anglaise. Et voilà, pour Vitus, le début d’une quête semée d’embûches, de rencontres, et l’occasion de pratiquer son art, la chirurgie, sur les routes de l’Europe de la Renaissance. Tous les ingrédients du roman historique d’aventures sont ici réunis, pour le plus grand plaisir du lecteur: personnages pittoresques –nains, Tziganes, saltimbanques, corsaires –, évocation de l’Inquisition, complots, rebondissements incessants… Un vrai bonheur de lecture.     
    
  
  
  
  
  
  
  

  
  ","Historique"
"65",65,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Héros de la guerre d’Amérique mais banni par Louis XVI, Joachim Valencey d’Adana et ses amis sont rappelés de leur exil par le gouvernement révolutionnaire, car le pays est menacé sur toutes ses frontières. Joachim sait qu’en France se trouve Victoire, celle qu’il aime.Dans un Paris méconnaissable voué à la Révolution, Robespierre, qu’il a jadis sauvé, l’envoie en Vendée avec ses 714 compagnons, là où se déroule la plus horrible des guerres civiles. On achève les blessés, on torture, on viole, on mutile.Valencey d’Adana tient tête aux royalistes, mais il ignore que Victoire, tour à tour captive et chef de bande, tente, au milieu de mille dangers, de traverser les lignes pour le rejoindre. Entre Valencey d’Adana et Blacfort, le cruel général royaliste, la lutte est d’autant plus vive qu’ils furent amis d’enfance.     
    
  
  
  
  
  
  
  

  
  ","Historique"
