"","text","genre"
"122","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Alors que Sunny Exley, quatre ans, se noie dans l’eau glacée en face d’une maison de plage luxueuse du Cap, son père fume de l’herbe tandis que sa mère se trouve dans les bras de son amant. Vernon Saul, seul témoin du drame, ne bouge pas. Une fois la fillette morte, il feint un bouche-à-bouche très utile à ses plans : ancien flic au passé trouble et à l’enfance désastreuse, Vernon est en effet de ceux qui entendent dominer et manipuler les autres. Quelle plus belle proie que Nick Exley lorsque celui-ci comprend à quel point il est responsable de la mort de sa fille ? Dans cette étude sans concession des mécanismes subtils de la culpabilité et de la douleur, Roger Smith décrit une société où les repères du bien et du mal n’existent plus.Le Piège de Vernon nous plonge jusqu’à la nausée – à travers une intrigue aux accents d’antique tragédie – dans un océan de souffrance et de brutalité. Terrifiant. Philippe Blanchet, Le Figaro Magazine.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"123","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Voltaire a enfin trouvé un adversaire à sa mesure : le diable en personne ! Belzébuth sème des cadavres dans la capitale, au point que l'Église, soucieuse d'éviter tout scandale, fait appel au célèbre philosophe pour mener une enquête discrète. Dans un Paris des Lumières encore très empreint de croyances irrationnelles où vampires, démons et morts vivants semblent se promener à leur gré, qui d'autre envoyer sur leurs traces qu'un écrivain connu pour ne croire en rien ? À Voltaire de montrer ce que peut la philosophie contre la superstition. À la fois polar historique et conte voltairien, Le diable s'habille en Voltaire est écrit dans un style jubilatoire aussi finement ciselé que l'était le langage des Lumières.Frédéric Lenormand dépeint un Voltaire tel qu’il aurait pu être. Les autres personnages sont tout aussi truculents. Le roman est mû par une énergie communicative. Éric Mension-Rigaun, Historia.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"124","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           En route pour la Virginie, Jack Reacher traverse en stop le Nébraska avant d’échouer dans le motel d’un bled perdu au milieu de nulle part. Au bar, ivre mort et visiblement effrayé, un médecin refuse de se rendre au domicile d’une femme souffrant d’hémorragies. De toute évidence, Mme Duncan a été victime de violences conjugales. Voilà qui ne plaît pas du tout à l’ancien officier de police militaire. Il comprend vite que, depuis des décennies, la bourgade vit sous la coupe de la famille Duncan, pour qui manipuler, truander et tuer est une seconde nature. Reacher a trouvé là un bon prétexte pour s’arrêter et se mêler de ce qui ne le regarde pas. Surtout quand il découvre que, vingt-cinq ans plus tôt, une fillette a disparu. Mais Reacher, c’est Reacher, généreux, combatif. Et puis la cause était belle…Un vrai polar musclé, sans concessions ni temps mort, qui réjouira les amateurs du célèbre ex-inspecteur. Points de vue.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"125","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           À Hexam Place, rue chic de Londres aux maisons géorgiennes, employeurs et employés vivent en étant persuadés que les petites affaires des uns n'ont aucun secret pour les autres. Dex, le jardinier, doit être un idiot asocial pour vénérer autant son téléphone et les voix qui en sortent. Henry, le chauffeur, se fait de toute évidence exploiter par son employeur qu'il attend des heures dans sa voiture, tout en étant l'amant de la femme et de la fille de ce dernier. Quant à Montserrat, la jeune fille au pair, elle a certainement une aventure avec l'acteur de série qui s'invite chez elle à des heures indues. Mais lorsque ce dernier disparaît, il en va de même des certitudes de tous : à Hexam Place, la mort accidentelle et la folie pathologique se côtoient à tous les étages.Dès qu'il est question d'histoires d'obsession, de paranoïa et de coïncidences malheureuses, personne ne peut rivaliser avec Ruth Rendell ! Stephen King.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"126","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quand, en septembre 1941, Bernie Gunther revient du front russe, la capitale du Reich a bien changé. Pénurie, rationnement, couvre-feu, crimes… Berlin rime avec misère et terreur. La découverte d’un cadavre sur une voie de chemin de fer puis l’agression d’une jeune femme précipitent Bernie, affecté au département des homicides de la sinistre Kripo, dans de nouvelles enquêtes criminelles. Invité par le général SS Reinhard Heydrich à le rejoindre à Prague pour démasquer un espion infiltré dans son entourage, Bernie est à peine arrivé qu’un des fidèles du Reichsprotektor de Bohême-Moravie est assassiné. Bernie doit trouver le coupable… et vite, s’il veut sauver sa peau.Philip Kerr réussit la prouesse de dépeindre avec minutie les quelques mois ayant précédé l’assassinat d’Heydrich. Terrifiant et palpitant. Macha Séry, Le Monde des livres.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"127","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L'éditeur Karl Petersén a persuadé le poète Jan Y. Nilsson d’écrire un roman policier, convaincu qu’il saura en faire un best-seller. Mais Nilsson se résignera-t-il à sacrifier sa réputation et à se plier aux lois du marché ? Acceptera-t-il de signer le contrat que Petersén lui apporte ce soir-là ? Lorsque l’éditeur le découvre au bout d’une corde dans son bateau de pêche, la réponse semble évidente. Le commissaire Barck, lui-même poète à ses heures, n'a aucun doute : les poètes ne se font pas assassiner, ils se suicident. Pourtant, les mobiles ne manquent pas... Dans cette pétillante satire du monde éditorial continuellement à la recherche du prochain succès, seul un policier-poète a l'expérience et la sensibilité pour saisir les vérités cachées derrière les apparences.Ce roman faussement léger est un manifeste en faveur de la beauté du verbe. Un éblouissant jeu de miroirs. Philippe Chevilley, Les Echos.Un pur délice. Livres hebdo.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"128","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Retraite ou pas retraite ? L’inspecteur Harry Bosch s’interroge encore quand on le charge de deux dossiers… Le premier – le viol suivi du meurtre d’une jeune fille – remonte à 1989 et les tests ADN viennent de désigner le coupable : Clayton Pell… 8 ans au moment des faits ! Peu crédible, donc. Dans le même temps, Bosch est appelé sur une scène de crime au Château Marmont, le célèbre hôtel de Los Angeles, où un homme est tombé du septième étage. Suicide, crime ou accident ? Le père de la victime, un conseiller municipal très puissant à L.A., veut en avoir le coeur net et exige assez curieusement que l’enquête soit confiée à Bosch, son vieil ennemi de toujours. Politiciens corrompus, prédateurs sexuels… Harry Bosch a fort à faire, et surtout pas le temps de s’apitoyer sur lui-même.Un double sac de noeuds que Connelly dénoue avec un indéfectible talent, tout en finissant, c’est sa touche, par un revers rageur. Julie Malaure, Le Point.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"129","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les Quatre (1927) : Un inconnu en état de choc débarque chez Hercule Poirot, griffonne le chiffre 4 puis meurt, assassiné. Notre détective belge découvre vite qu’il a affaire à de grands criminels, un quatuor dont le but est de s’assurer la domination du monde. Parmi eux, une femme dont la secrétaire ressemble fort à une vieille connaissance de Poirot : la comtesse Véra Rossakoff.Allô Hercule Poirot (1971) : Un banquier londonien qui se volatilise, des bijoux qui disparaissent du coffre d’un collectionneur, un grand malade qui tente d’organiser son suicide pour que son rival soit accusé de crime... Sans oublier une comtesse russe que Poirot, admiratif, laisse filer. Six nouvelles et six coups de maître ! « Seigneur dieu, quelle femme ! »Hercule Poirot, si pudique, si discret sur sa vie privée, ne semble pas totalement insensible au charme féminin. Surtout quand il prend les traits de la belle et fantasque Véra Rossakoff.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"130","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Bill Quinn, officier de police médaillé, est assassiné par un tireur à l’arbalète dans un paisible centre de rééducation. Près de la scène du crime, on découvre des photos compromettantes montrant Quinn avec une superbe jeune fille, vraisemblablement mineure. Était-il victime d'un chantage ? À l’inverse de Joanna Passero de l'Inspection générale de la police, l’inspecteur Alan Banks ne croit pas à une affaire de corruption interne. Et si la mort de Quinn était liée à une enquête menée six ans plus tôt après la disparition d'une jeune Anglaise en Estonie ? La piste va conduire Banks et son équipière jusque dans les sombres dédales du vieux Tallin, où certains n'ont manifestement aucune envie que l'on remue le passé...Si vous n’avez pas encore rencontré Banks, préparez-vous à une grande leçon d’écriture : tension, précision et grande subtilité psychologique. Ian Rankin.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"131","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Spero Lucas doit récupérer la toile qu'un ex-petit ami peu scrupuleux a volée à Grace Kincaid. Mettre la main, en toute discrétion, sur ce qui a disparu, c'est la spécialité de cet ancien combattant de la guerre d’Irak. Moyennant, bien sûr, une jolie commission. Seulement, Grace le charge également de retrouver l'homme qui l'a ainsi humiliée, un criminel violent. Difficulté supplémentaire, Spero peine à résister à la passion amoureuse qui l'emporte dès qu'il rencontre Charlotte, une femme mariée splendide. Ce détail s'avère difficile à gérer. Surtout lorsqu'il révèle en lui une fragilité intérieure dont il se passerait volontiers...Tendu, nerveux et percutant. François Lestavel, Paris Match.Pelecanos fait preuve ici d'une grande maîtrise. Marc Fernandez, Alibi.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"132","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Rude journée pour le commissaire Yeruldelgger Khaltar Guichyguinnkhen. A l’aube, il apprend que trois Chinois ont été découpés au cutter dans une usine près d’Oulan-Bator. Quelques heures plus tard, dans la steppe, il déterre le cadavre d’une fillette aux boucles blondes agrippée à son tricycle rose. Il y avait la Suède de Mankell, l'Islande d'Indridason, l'Ecosse de Rankin, il y a désormais la Mongolie de Manook !Une maîtrise époustouflante pour le polar le plus dépaysant et  le plus primé de tous les temps : le prix des lecteurs Quais du polar/20 minutes, le prix SNCF 2014, le prix des lectrices de Elle (polar) et le Prix des Lecteurs Notre Temps 2014.Coup d’essai et coup de maître. 20 minutes.Un héros au nom imprononçable mais inoubliable. Elle.En bonus, le premier chapitre de la suite des aventures du commissaire Yerudelgger à paraître chez Albin Michel, et une préface inédite de l’auteur.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"133","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le James Bond du XVIIIe siècle, Pietro Viravolta – espion de Louis XVI – est jeté avec le marquis de La Fayette dans la tourmente de la Guerre d'indépendance. Aux côtés de George Washington et des Américains, il va livrer un combat sans merci aux services secrets du roi d'Angleterre, à l'heure d’un renversement qui, avant la Révolution française, va encourager le droit pour tous à la liberté, à l'égalité et à la recherche du bonheur. Des antichambres de Versailles aux immenses plaines d'Amérique, de l'entourage du monarque français à l'intimité de Washington, des guerres de coulisses aux batailles épiques, voici, comme si vous y étiez, la naissance d'une nation – et celle d'un nouveau monde.Delalande signe avec allant ce qui pourrait être classé comme un « roman policier de cape et d’épée ». Julie Malaure, Le Point.Tous les titres d’Arnaud Delalande sont au Livre de Poche.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"134","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sur sa Harley-Davidson rutilante, Ryan Bonfire, membre des Hells Angels, a quitté San Francisco pour Seattle. Ancienne étoile montante du rock au passé trouble, après quinze ans d’absence, il revient – tatouages, crane rasé et muscles en béton – pour se venger. Le jour de son retour, la petite amie d’un policier est agressée et grièvement blessée. C’est l’occasion pour le capitaine Mike Logan de reformer son duo de choc, les lieutenants Angeline Rivera et Dean Nelson. Une affaire bien plus sombre qu'il n'y paraît et qui les amènera à croiser la route tortueuse de Bonfire...Après Charité bien ordonnée et Pour le bien des enfants, le dernier volume de la trilogie des « Nuits noires à Seattle ».     
    
  
  
  
  
  
  
  

  
  ","Policier"
"135","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Peter Brown est pourchassé par la mafia, son ancien employeur. Caché derrière un nouveau nom et un nouvel emploi, il cherche un moyen pour qu’elle le laisse enfin tranquille. Violet Hurst, une paléontologue sexy et autodestructrice, est recrutée par un millionnaire qui se passionne pour un monstre vivant dans un lac du Minnesota. Peter est embauché pour assurer sa protection. C’est l’opportunité qu’il attendait. Aussi drôle, incisif et déjanté que Docteur à tuer, ce nouveau roman confirme le talent de Josh Bazell, l’un des auteurs de thriller les plus inventifs et originaux de ces dernières décennies. Un livre qui ravira les fans du best-seller Le Livre sans nom.C’est drôle, terrifiant et passionnant en même temps. Josh Bazell impose son ton : du Mel Brooks mâtiné de Stephen King. Une vraie découverte. François Forestier, Le Nouvel Observateur.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"136","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Maigret au Picratt’s (1950) : Quand Arlette, légèrement éméchée, se rend au commissariat pour avertir qu’une comtesse va être assassinée, personne n’y prête vraiment attention. Pas même Maigret. Le lendemain, un coup de fil informe la PJ de la mort de la stripteaseuse du Picratt’s.Maigret se trompe (1953) : Louise Filon est morte dans son appartement luxueux de l’avenue Carnot. Tuée d’un coup de révolver. Louise avait deux amants : Pierrot, un saxophoniste sans le sou, et le professeur Gouin, un chirurgien réputé. Deux ans plus tôt, on l’appelait encore Lulu ; elle faisait le tapin dans le quartier de la Chapelle.Deux enquêtes, réunies dans un même volume, au cours desquelles le célèbre commissaire découvre qu’on peut être fille de joie et rêver de mener une vie bourgeoise.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"137","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le Crime de l’Orient-Express (1933) : De passage à Istanbul, Hercule Poirot doit repartir au plus vite pour Londres, à bord de l’Orient-Express. Une nuit, alors que le train est à l’arrêt, un des voyageurs est tué de douze coups de couteau. Quelques années plus tôt, aux Etats-Unis, une fillette, Daisy, était enlevée et assassinée.Mort sur le Nil (1936) : La riche et séduisante Linnet vient d’épouser Simon, le fiancé de son amie Jacqueline. Les voici partis en Egypte pour leur voyage de noces. Une seule ombre au tableau : Jackie, qui ne les lâche pas d’une semelle. Lorsqu’un meurtre est commis, elle est naturellement suspectée. Qu’il soit dans un train bloqué par des congères ou sur un bateau au milieu du Nil, le célèbre détective belge s’en donne à cœur joie. Rien – ni alibi en béton ni machination diabolique - n’arrête ses « petites cellules grises ».Deux admirables énigmes à huis clos et deux chefs-d’œuvre d’Agatha Christie.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"138","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           La canicule qui s'abat sur Bruges invite ses habitants au farniente. Même le commissaire Van In et sa compagne Hannelore, juge d’instruction de son état, aspirent au repos. La découverte d'un carnage dans une villa des quartiers huppés va bousculer leurs plans. Une mère et ses deux enfants ont été sauvagement assassinés. Le mari, principal suspect, est retrouvé... au bout d'une corde ! Un drame familial, à première vue… mais Van In, qui a connu le présumé coupable, a des doutes… et des sueurs froides, malgré la chaleur. Un des meilleurs suspenses de Pieter Aspe, maître du polar flamand et père du désormais célèbre commissaire Van In, dont les nouvelles aventures mêlent humour, sexe et bonne chère sur fond de secrets politiques.
    
  
  
  
  
  
  
  

  
  ","Policier"
"139","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ciudad Juárez, Mexique. On y échoue quand on n'a plus rien à perdre, comme Kelly Courter, boxeur minable qui survit tout juste entre combats truqués et petit trafic de marijuana. Seule lueur dans sa morne existence : Paloma, pasionaria de la cause des femmes disparues, avec qui il entretient une liaison. On y reste par désespoir, comme Rafael Sevilla, vieux flic alcoolique et veuf, jamais remis de la disparition inexpliquée de sa fille. Bientôt, Paloma se volatilise à son tour et son compagnon est accusé d'assassinat. Rafael se lance dans une enquête de tous les dangers au cœur des bas-fonds mafieux mais aussi auprès de ces nantis pour qui les femmes ne valent guère mieux que du bétail...Une intrigue abyssale qui, au fil des pages, met en lumière les rouages de ces organisations de la mort et où l’auteur, qui a magistralement fouillé son sujet, se met au défi de dire l’horreur de ce « féminicide ». Remarquable. Sandrine Mariette, Elle.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"140","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le vieux Frank, la crème des tueurs à gages, quarante ans de métier, reprend du service après une opération de la hanche et trois mois d’absence. Jamieson, son patron, qui n’aime pas qu’on marche sur ses plates-bandes, lui confie une mission des plus simples : éliminer Scott, un petit dealer ambitieux. Hélas, Frank MacLeod oublie les précautions élémentaires et se fait piéger comme un débutant. Qui peut le tirer de ce mauvais pas ? Calum MacLean, bien sûr. Calum dont le dernier contrat a été de tuer Lewis Winter. L’heure de la retraite a sonné pour Frank. Mais dans ce milieu redoutable, comment tirer sa révérence ?Effet hypnotique garanti, dont on ne sort pas sur un simple claquement de doigts. Julie Malaure, Le Point.Cet excellent polar nocturne et pluvieux brille par un réalisme et une âpreté qui font froid dans le dos. Philippe Blanchet, Le Figaro magazine.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"141","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Lorsque le célèbre mannequin Lula Landry est trouvée morte, défenestrée, dans un quartier chic londonien, l’affaire est vite classée. Suicide. Jusqu’au jour où John Bristow, le frère de la victime, frappe à la porte du détective privé Cormoran Strike. Cet ex-lieutenant de l’armée, revenu d’Afghanistan amputé d’une jambe, est au bout du rouleau : sa carrière de détective est au point mort et sa vie privée, un naufrage. Aidé par une jeune intérimaire finaude, virtuose de l’Internet, il reprend l’enquête. De boîtes de nuit branchées en palaces pour rock stars, Strike va passer de l’autre côté du miroir glamour de la mode et du people pour plonger dans un gouffre de secrets, de trahisons, et de vengeances.Robert Galbraith est le pseudonyme de J.K. Rowling.On se régale vraiment. Nul doute que la créatrice de Harry Potter a non seulement du métier, mais aussi une inspiration tous azimuts. Delphine Peras, Lire.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"142","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Récemment rentré d’Irak, où il a appris l'art de tuer vite et bien, Neal Maven doit se contenter d'un boulot de gardien de parking. Un jour, Danielle Vetti, dont il était amoureux au lycée, débarque sur son lieu de travail au volant d'un SUV de luxe. Coup de chance, Brad Royce, le compagnon de Danielle, ancien combattant lui aussi, lui propose un job : rejoindre le groupe qu'il a formé pour vider les dealers des rues de Boston et garder leur argent une fois le coup réalisé. Pour Maven, difficile de résister à cette offre qui allie morale et récompense financière, en plus de lui rendre sa dignité. Il devient vite l’un des meilleurs justiciers du groupe. Bien sûr, cela ne fait pas le bonheur des trafiquants qui font appel à deux redoutables tueurs pour mettre fin à cette entreprise, ni celui de la Drug Enforcement Administration qui ne contrôle plus ce qui se passe dans le secteur. Et... qui sont vraiment Danielle Vetti et Brad Royce ?     
    
  
  
  
  
  
  
  

  
  ","Policier"
"143","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L'impossible s'est produit : l'inspecteur Wexford a pris sa retraite ! Or une rencontre inattendue avec une ancienne connaissance, le commissaire Ede, va bouleverser ses plans. Les corps de deux femmes et d'un homme ont été découverts dans la cave à charbon d'une maison cossue de St John's Wood à Londres. Rien ne permet de les identifier, mais on a trouvé dans la veste de l'homme des bijoux d'une valeur de quarante mille livres. Intrigué, Wexford accepte d'aider le commissaire, tout en menant une enquête parallèle sur le maniaque qui a attaqué sa fille en plein jour. Il est loin de se douter des périls qu'il va affronter une fois la cave à charbon vidée.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"144","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le bruit saccadé de la machine à écrire le réveilla et il vit, comme d’habitude, les draps pâles du lit de sa femme de l’autre côté de la table de nuit. Qui avait décidé qu’il y aurait des lits jumeaux ? Après dix-huit ans, il n’aurait pu le dire avec certitude. D’ailleurs, les événements de cette époque-là étaient confus et, pour des raisons qu’il n’essayait pas de démêler, il préférait les chasser de sa mémoire. C’était probablement elle. Et il n’avait pas protesté. Il ne protestait jamais. En définitive, il ne leur était pas arrivé une seule fois de dormir ensemble.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"145","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Comme tous les autres jours, c’étaient les merles, les premiers, qui l’avaient réveillé. Il ne leur en voulait pas. Au début, cela le mettait en rage, surtout qu’il n’était pas encore habitué au climat et que la chaleur l’empêchait de s’endormir avant deux ou trois heures du matin.Ils commençaient juste au lever du soleil. Or, ici, en Floride, le soleil se levait presque d’un seul coup. Il n’y avait pas d’aube. Le ciel était tout de suite doré, l’air moite, vibrant du caquetage des oiseaux.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"146","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           A trente-deux ans, Célita, strip-teaseuse au Monico, à Cannes voit avec anxiété pâlir son étoile. Son seul espoir : succéder bientôt à Florence, sa patronne, gravement malade, dont elle s'est attaché le mari, Léon, d'une façon qu'elle croit sûre.Mais tout est compromis le jour où Maud, une débutante de dix-neuf ans, ravissante et faussement ingénue, franchit pour la première fois le seuil du Monico. La clientèle s'enthousiasme, et Léon en fait bientôt la vedette du spectacle..Comment une rivalité à la fois professionnelle et amoureuse va se muer en un combat désespéré, où même le crime est envisageable pour conjurer la déchéance : c'est ce que nous conte, avec une saisissante vérité psychologique et une apparente impassibilité qui ne fait que souligner le drame, le romancier de Lettre à mon juge, le créateur de Maigret.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"147","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le Service des Affaires et Plaintes internes : des flics qui espionnent d’autres flics. Malcom Fox est un de ces enquêteurs que les « vrais » policiers détestent. Il vient de faire tomber un ripou et s’est mis tout le monde à dos. Sa nouvelle mission : prouver que Jamie Breck, de la brigade criminelle, échange des photos pédophiles sur le Net. À peine Fox se met-il au travail que le corps tuméfié de son beau-frère est découvert dans un chantier. Et le sergent chargé de l’enquête n’est autre que… Breck. Une première aventure pour Malcom Fox, qui ne décevra pas les fans de John Rebus, désormais à la retraite…L’Écossais Ian Rankin crée un nouveau héros, flic à la police des polices. Pour aller au cœur (pourri) des choses. Guillaume Fraissard, Le Monde des livres.Tous les ingrédients habituels des romans de Rankin sont au rendez-vous. On attend déjà avec impatience la suite des aventures de Malcom Fox. Yann Plougastel, M, le magazine du Monde.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"148","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un corps retrouvé sur une plage de l’île de Sandhamn, au large de Stockholm… Suicide ? Noyade ?... L’inspecteur Thomas Andreasson, un habitué de ce petit bout de terre jusqu’alors paradisiaque, est chargé de l’enquête. Nora Linde, une amie d’enfance devenue avocate et dont la perspicacité est redoutable, lui propose son aide. Mais l’été vire au cauchemar quand une femme est assassinée dans sa chambre d’hôtel. Et si, désormais, plus personne n’était à l’abri ? Avec les enquêtes d’Andreasson et Linde qui ont fait d’elle une véritable star en Suède, Viveca Sten s’impose comme une des nouvelles grandes voix du polar nordique.Un équipage chaleureux, un scénario bien ficelé, et surtout le portrait ingénieux de ces îliens du Nord. Pas de doute, Viveca Sten devrait se frayer une belle place dans les bibliothèques françaises. Marianne Payot, L’Express.Sélectionné parmi les 10 meilleurs polars de l’année par le magazine Lire. Viveca Sten a déjà conquis plus d’un million de lecteurs.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"149","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Rendez-vous à Bagdad (1951) : Cinq minutes après avoir rencontré le séduisant Edward, la jeune et jolie Victoria Jones, aussi téméraire que menteuse, décide de le suivre à Bagdad. Plus qu’un voyage romantique, c’est un tourbillon d'aventures dans l’atmosphère bouillonnante de l’Orient qui l’attend. Et ce n’est pas pour lui déplaire.Destination inconnue (1954) : Thomas Betterton, un savant atomiste, a mystérieusement disparu. Les services secrets britanniques sont sur la trace de son épouse en route vers le Maroc. Dans un hôtel de Casablanca, Hilary Craven, désespérée par la mort de sa fille et le départ de son mari, se prépare au suicide. Meurtres, espions et contre-espions, usurpations d’identité, enlèvements…Deux romans d’Agatha Christie, non dénués d’humour, où du Moyen-Orient à l’Afrique, d’hôtels en aéroports, les deux héroïnes doivent faire et défaire souvent leurs valises...     
    
  
  
  
  
  
  
  

  
  ","Policier"
"150","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Alors qu’il est sur le point de faire paraître ses Lettres philosophiques anglaises, écrit subversif qu’il nie avoir écrit, Voltaire s’empêtre à nouveau dans des crimes qu’il n’a pas commis. Un assassin s’en prend à des hommes d’importance, de préférence en aimable compagnie, et les élimine suivant des mises en scène inspirées d’ouvrages licencieux. Soucieux d’amadouer le lieutenant de police Hérault, voici Voltaire contraint de hanter les maisons de passe, les librairies clandestines et les bureaux de la censure sur les traces d’un illuminé qui qui semble s’être pris de haine pour les libertins. L’aide du bon abbé Linant et de la brillante Émilie du Châtelet ne sera pas de trop pour tenter de garder en vie l’esprit le plus pétulant de son siècle. La baronne meurt à cinq heures, premier volet de la série « Voltaire mène l’enquête », a reçu les prix Historia, Arsène Lupin et le prix du Zinc.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"151","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Lora et Bill King sont frère et sœur ; ils vivent ensemble et en bonne entente dans la maison héritée de leurs parents près de Los Angeles. Elle est enseignante, lui policier. Leur vie est brusquement perturbée par la rencontre entre Bill et Alice Steele, habilleuse dans un studio à Hollywood. Bill s'entiche de cette mystérieuse et éblouissante jeune femme, et l'épouse. Jalouse de l'emprise d'Alice sur son frère, et néanmoins fascinée par elle, Lora sent chez sa belle-sœur une tension inexplicable, qu’elle va tenter de tirer au clair en fouillant dans son passé. Alice, elle, semble jouer de l'ingénuité de Lora pour la donner en pâture à Mike, un de ses amis, un garçon plutôt sulfureux. Deux femmes entre rivalité et séduction, le premier roman de l’auteur d’Absente et Adieu Gloria.Une écriture âpre et vénéneuse, et des personnages féminins bousculant les archétypes d’un genre et d’une époque. Clémentine Thiebaut et Mikaël Demets, Alibi.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"152","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ce devait être le mariage de l'année. L'élite de la ville était conviée au château de Torens, y compris le commissaire Van In et sa compagne Hannelore, juge d'instruction de son état. Mais après la cérémonie, Thierry Steen, le marié, héritier d'un empire industriel et patron d'une agence de publicité très convoitée et menacée d’une OPA, est assassiné. Le début d'une enquête complexe pour Van In et son équipe qui ne sont pas à l'abri d'un mauvais « coup de pub » ! Humour, suspense et Duvel à flots ! Quand Pieter Aspe s'attaque au « cinquième pouvoir », la très respectable Bruges n'est pas à la noce.Des enquêtes à la Simenon. Sud-Ouest.Parfait pour la plage. Cosmopolitan.Tous les livres de Pieter Aspe sont au Livre de Poche.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"153","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           L’Ombre chinoise (1932) : Au fond de la cour d’un immeuble parisien qui donne sur la place des Vosges, Raymond Couchet, directeur d’un laboratoire, est assassiné, son coffre-fort, vidé. Parmi « ses trois femmes » – Juliette, Germaine et Nine –, laquelle est la meurtrière ? A moins que ce soit Roger, son fils, qui vit d’expédients et lui emprunte souvent de l’argent ? LeFou de Bergerac (1932) : Quand Maigret reprend conscience à l’hôpital de Bergerac, il a du mal à reconnaître les visages de ceux qui l’entourent. La veille, dans l’express de Bordeaux, l’homme qui partageait son compartiment avait profité d’un ralentissement pour sauter hors du train, et le commissaire l’avait suivi avant de recevoir une balle dans l’épaule. Entre meurtres, suicides et coups de feu, l’au-delà aura rarement autant hanté le célèbre commissaire…     
    
  
  
  
  
  
  
  

  
  ","Policier"
